global_time_sec, state_time_sec, global_counter, state_counter, state_number, counter, state_text, laser_pwm_0,laser_pwm_1,laser_pwm_2,laser_pwm_3,tec_pwm_0,tec_pwm_1,tec_pwm_2,tec_pwm_3,fan_pwm,laser_temperatures_0,laser_temperatures_1,laser_temperatures_2,laser_temperatures_3,temper_set_points0,temper_set_points1,temper_set_points2,temper_set_points3, summed_laser_current, summed_tec_current
32.521,30.985,1080,1029,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.82666666666667,58.7,59.17333333333333,58.6,0.0,0.0,0.0,0.0,0.12933333333333333,0.10733333333333334
33.123,31.587,1100,1049,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.40666666666667,74.44,71.79333333333334,68.6,0.0,0.0,0.0,0.0,0.0,0.0
33.725,32.189,1120,1069,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,61.06666666666667,61.10666666666667,60.166666666666664,0.0,0.0,0.0,0.0,0.04466666666666667,0.036
34.328,32.792,1140,1089,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.41333333333333,67.19333333333333,65.98,64.01333333333334,0.0,0.0,0.0,0.0,0.0,0.0
34.93,33.394,1160,1109,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.44666666666667,69.65333333333334,67.94,65.55333333333333,0.0,0.0,0.0,0.0,0.0,0.0
35.532,33.996,1180,1129,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.95333333333333,58.79333333333334,59.266666666666666,58.72,0.0,0.0,0.0,0.0,0.11933333333333333,0.09666666666666666
36.134,34.598,1200,1149,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.78,73.14,70.72666666666667,67.75333333333333,0.0,0.0,0.0,0.0,0.0,0.0
36.737,35.201,1220,1169,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.92,61.2,61.18,60.21333333333333,0.0,0.0,0.0,0.0,0.044,0.037333333333333336
37.339,35.803,1240,1189,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.98,66.06,65.06666666666666,63.28666666666667,0.0,0.0,0.0,0.0,0.0,0.0
37.941,36.405,1260,1209,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.48,69.68666666666667,68.0,65.60666666666667,0.0,0.0,0.0,0.0,0.0,0.0
38.543,37.007,1280,1229,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99333333333333,58.846666666666664,59.34,58.78,0.0,0.0,0.0,0.0,0.11533333333333333,0.092
39.146,37.61,1300,1249,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48666666666666,74.52,71.82666666666667,68.64,0.0,0.0,0.0,0.0,0.0,0.0
39.748,38.212,1320,1269,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,62.38666666666666,62.16,61.013333333333335,0.0,0.0,0.0,0.0,0.0,0.0
40.35,38.814,1340,1289,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.96,66.06666666666666,65.08,63.32,0.0,0.0,0.0,0.0,0.0,0.0
40.952,39.416,1360,1309,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.52666666666667,69.76,68.06,65.69333333333333,0.0,0.0,0.0,0.0,0.0,0.0
41.555,40.019,1380,1329,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.62,57.74666666666667,58.45333333333333,58.06666666666667,0.0,0.0,0.0,0.0,0.154,0.124
42.157,40.621,1400,1349,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88,73.25333333333333,70.82666666666667,67.87333333333333,0.0,0.0,0.0,0.0,0.0,0.0
42.759,41.223,1420,1369,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.70666666666666,62.64,62.38,61.20666666666666,0.0,0.0,0.0,0.0,0.0,0.0
43.361,41.825,1440,1389,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.10666666666667,66.20666666666666,65.20666666666666,63.42666666666667,0.0,0.0,0.0,0.0,0.0,0.0
43.963,42.427,1460,1409,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.94666666666667,70.90666666666667,68.99333333333334,66.42,0.0,0.0,0.0,0.0,0.0,0.0
44.566,43.03,1480,1429,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.973333333333336,58.833333333333336,59.34,58.78666666666667,0.0,0.0,0.0,0.0,0.116,0.09266666666666666
45.168,43.632,1500,1449,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,73.26666666666667,70.84666666666666,67.86,0.0,0.0,0.0,0.0,0.0,0.0
45.77,44.234,1520,1469,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.46666666666667,62.45333333333333,62.18666666666667,61.02,0.0,0.0,0.0,0.0,0.0,0.0013333333333333333
46.372,44.836,1540,1489,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48,64.9,64.17333333333333,62.60666666666667,0.0,0.0,0.0,0.0,0.0,0.0
46.975,45.439,1560,1509,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.92666666666666,70.88666666666667,68.95333333333333,66.39333333333333,0.0,0.0,0.0,0.0,0.0,0.0
47.577,46.041,1580,1529,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.913333333333334,58.81333333333333,59.3,58.75333333333333,0.0,0.0,0.0,0.0,0.11666666666666667,0.09466666666666666
48.179,46.643,1600,1549,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.04666666666667,73.34666666666666,70.90666666666667,67.94,0.0,0.0,0.0,0.0,0.0,0.0
48.781,47.245,1620,1569,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03333333333333,63.70666666666666,63.22,61.86,0.0,0.0,0.0,0.0,0.0,0.0
49.384,47.848,1640,1589,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38,64.76666666666667,64.04,62.5,0.0,0.0,0.0,0.0,0.0,0.0
49.986,48.45,1660,1609,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,70.82,68.90666666666667,66.35333333333334,0.0,0.0,0.0,0.0,0.0,0.0
50.588,49.052,1680,1629,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.61333333333334,57.74,58.486666666666665,58.13333333333333,0.0,0.0,0.0,0.0,0.14533333333333334,0.11466666666666667
51.19,49.654,1700,1649,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.64,72.20666666666666,70.01333333333334,67.24,0.0,0.0,0.0,0.0,0.0,0.0
51.793,50.257,1720,1669,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.66,63.18666666666667,61.85333333333333,0.0,0.0,0.0,0.0,0.0,0.0
52.395,50.859,1740,1689,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.60666666666667,64.96666666666667,64.24,62.68666666666667,0.0,0.0,0.0,0.0,0.0,0.0
52.997,51.461,1760,1709,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58666666666667,72.18666666666667,70.02,67.22666666666667,0.0,0.0,0.0,0.0,0.0,0.0
53.599,52.063,1780,1729,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.126666666666665,58.946666666666665,59.42,58.86666666666667,0.0,0.0,0.0,0.0,0.108,0.086
54.201,52.665,1800,1749,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52666666666667,72.09333333333333,69.91333333333333,67.12,0.0,0.0,0.0,0.0,0.0,0.0
54.804,53.268,1820,1769,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.846666666666664,63.54,63.06,61.71333333333333,0.0,0.0,0.0,0.0,0.0,0.0
55.406,53.87,1840,1789,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.846666666666664,63.52,63.06666666666667,61.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0
56.008,54.472,1860,1809,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58666666666667,72.16,70.0,67.20666666666666,0.0,0.0,0.0,0.0,0.0,0.0
56.61,55.074,1880,1829,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.28666666666667,57.5,58.25333333333333,57.96666666666667,0.0,0.0,0.0,0.0,0.15666666666666668,0.122
57.213,55.677,1900,1849,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74666666666667,72.32,70.12666666666667,67.34666666666666,0.0,0.0,0.0,0.0,0.0,0.0
57.815,56.279,1920,1869,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49333333333334,64.88,64.16666666666667,62.61333333333334,0.0,0.0,0.0,0.0,0.0,0.0
58.417,56.881,1940,1889,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.913333333333334,63.593333333333334,63.12,61.8,0.0,0.0,0.0,0.0,0.0,0.0
59.019,57.483,1960,1909,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15333333333334,73.42,71.00666666666666,68.01333333333334,0.0,0.0,0.0,0.0,0.0,0.0
59.622,58.086,1980,1929,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.22666666666667,57.38,58.17333333333333,57.86,0.0,0.0,0.0,0.0,0.16333333333333333,0.12866666666666668
60.224,58.688,2000,1949,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.14666666666666,71.02,69.06666666666666,66.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0
60.826,59.29,2020,1969,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.64,65.00666666666666,64.27333333333333,62.693333333333335,0.0,0.0,0.0,0.0,0.0,0.0
61.428,59.892,2040,1989,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.64666666666667,62.56,62.26,61.093333333333334,0.0,0.0,0.0,0.0,0.0,0.0
62.031,60.495,2060,2009,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.02,73.27333333333333,70.86666666666666,67.86666666666666,0.0,0.0,0.0,0.0,0.0,0.0
62.633,61.097,2080,2029,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,58.593333333333334,59.11333333333334,58.61333333333334,0.0,0.0,0.0,0.0,0.12466666666666666,0.098
63.235,61.699,2100,2049,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.02666666666667,70.93333333333334,68.98666666666666,66.41333333333333,0.0,0.0,0.0,0.0,0.0,0.0
63.837,62.301,2120,2069,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.04,66.11333333333333,65.13333333333334,63.373333333333335,0.0,0.0,0.0,0.0,0.0,0.0
64.44,62.904,2140,2089,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.72,62.62,62.38,61.20666666666666,0.0,0.0,0.0,0.0,0.0,0.0
65.042,63.506,2160,2109,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.21333333333334,73.49333333333334,71.06,68.08666666666667,0.0,0.0,0.0,0.0,0.0,0.0
65.644,64.108,2180,2129,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.64666666666667,57.766666666666666,58.48,58.126666666666665,0.0,0.0,0.0,0.0,0.14533333333333334,0.11466666666666667
66.246,64.71,2200,2149,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.10666666666667,70.98666666666666,69.06,66.47333333333333,0.0,0.0,0.0,0.0,0.0,0.0
66.848,65.312,2220,2169,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.06,66.12,65.13333333333334,63.36,0.0,0.0,0.0,0.0,0.0,0.0
67.451,65.915,2240,2189,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.38,62.34,62.10666666666667,60.946666666666665,0.0,0.0,0.0,0.0,0.0026666666666666666,0.002
68.053,66.517,2260,2209,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.53333333333333,74.56,71.90666666666667,68.72,0.0,0.0,0.0,0.0,0.0,0.0
68.655,67.119,2280,2229,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.406666666666666,57.553333333333335,58.26,57.95333333333333,0.0,0.0,0.0,0.0,0.16,0.12666666666666668
69.257,67.721,2300,2249,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24,69.46666666666667,67.79333333333334,65.44,0.0,0.0,0.0,0.0,0.0,0.0
69.86,68.324,2320,2269,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.00666666666666,66.08666666666667,65.09333333333333,63.32,0.0,0.0,0.0,0.0,0.0,0.0
70.462,68.926,2340,2289,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.913333333333334,61.14,61.13333333333333,60.18666666666667,0.0,0.0,0.0,0.0,0.043333333333333335,0.034666666666666665
71.064,69.528,2360,2309,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.44,74.47333333333333,71.82,68.63333333333334,0.0,0.0,0.0,0.0,0.0,0.0
71.666,70.13,2380,2329,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.22,59.013333333333335,59.46,58.89333333333333,0.0,0.0,0.0,0.0,0.10533333333333333,0.084
72.269,70.733,2400,2349,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.66666666666667,69.83333333333333,68.10666666666667,65.71333333333334,0.0,0.0,0.0,0.0,0.0,0.0
72.871,71.335,2420,2369,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54666666666667,67.31333333333333,66.11333333333333,64.14666666666666,0.0,0.0,0.0,0.0,0.0,0.0
73.473,71.937,2440,2389,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.093333333333334,61.333333333333336,61.3,60.346666666666664,0.0,0.0,0.0,0.0,0.03,0.02266666666666667
