global_time_sec, state_time_sec, global_counter, state_counter, state_number, counter, state_text, laser_pwm_0,laser_pwm_1,laser_pwm_2,laser_pwm_3,tec_pwm_0,tec_pwm_1,tec_pwm_2,tec_pwm_3,fan_pwm,laser_temperatures_0,laser_temperatures_1,laser_temperatures_2,laser_temperatures_3,temper_set_points0,temper_set_points1,temper_set_points2,temper_set_points3, summed_laser_current, summed_tec_current
74.075,72.539,2460,2409,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12666666666667,73.39333333333333,70.96666666666667,67.95333333333333,0.0,0.0,0.0,0.0,0.0,0.0
74.678,73.142,2480,2429,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.88666666666666,58.76,59.24,58.70666666666666,0.0,0.0,0.0,0.0,0.11866666666666667,0.09466666666666666
75.28,73.744,2500,2449,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99333333333334,68.46666666666667,66.99333333333334,64.81333333333333,0.0,0.0,0.0,0.0,0.0,0.0
75.882,74.346,2520,2469,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.59333333333333,67.34666666666666,66.11333333333333,64.14666666666666,0.0,0.0,0.0,0.0,0.0,0.0
76.484,74.948,2540,2489,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.04,61.266666666666666,61.24666666666667,60.28666666666667,0.0,0.0,0.0,0.0,0.036,0.03
77.086,75.55,2560,2509,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.54666666666667,74.55333333333333,71.87333333333333,68.68666666666667,0.0,0.0,0.0,0.0,0.0,0.0
77.689,76.153,2580,2529,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.266666666666666,59.833333333333336,60.06666666666667,59.34,0.0,0.0,0.0,0.0,0.08733333333333333,0.07266666666666667
78.291,76.755,2600,2549,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84666666666666,68.33333333333333,66.86,64.68,0.0,0.0,0.0,0.0,0.0,0.0
78.893,77.357,2620,2569,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33333333333333,67.12666666666667,65.91333333333333,63.946666666666665,0.0,0.0,0.0,0.0,0.0,0.0
79.495,77.959,2640,2589,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.42666666666667,59.98,60.193333333333335,59.42666666666667,0.0,0.0,0.0,0.0,0.08266666666666667,0.06866666666666667
80.098,78.562,2660,2609,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.01333333333334,73.28666666666666,70.85333333333334,67.84,0.0,0.0,0.0,0.0,0.0,0.0
80.7,79.164,2680,2629,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.21333333333333,59.81333333333333,60.07333333333333,59.36666666666667,0.0,0.0,0.0,0.0,0.08533333333333333,0.06666666666666667
81.302,79.766,2700,2649,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.14,68.59333333333333,67.11333333333333,64.92,0.0,0.0,0.0,0.0,0.0,0.0
81.904,80.368,2720,2669,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.02,68.49333333333334,67.02666666666667,64.84666666666666,0.0,0.0,0.0,0.0,0.0,0.0
82.507,80.971,2740,2689,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.45333333333333,60.0,60.22,59.48,0.0,0.0,0.0,0.0,0.07866666666666666,0.06333333333333334
83.109,81.573,2760,2709,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64666666666666,74.60666666666667,71.90666666666667,68.69333333333333,0.0,0.0,0.0,0.0,0.0,0.0
83.711,82.175,2780,2729,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.06666666666667,59.653333333333336,59.93333333333333,59.22,0.0,0.0,0.0,0.0,0.09533333333333334,0.078
84.313,82.777,2800,2749,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.43333333333334,67.18666666666667,65.97333333333333,64.01333333333334,0.0,0.0,0.0,0.0,0.0,0.0
84.916,83.38,2820,2769,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.94,68.41333333333333,66.94,64.77333333333333,0.0,0.0,0.0,0.0,0.0,0.0
85.518,83.982,2840,2789,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74666666666667,58.61333333333334,59.1,58.58,0.0,0.0,0.0,0.0,0.12666666666666668,0.10066666666666667
86.12,84.584,2860,2809,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.58,74.54666666666667,71.85333333333334,68.63333333333334,0.0,0.0,0.0,0.0,0.0,0.0
86.722,85.186,2880,2829,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.68,60.96666666666667,60.99333333333333,60.08,0.0,0.0,0.0,0.0,0.04733333333333333,0.037333333333333336
87.325,85.789,2900,2849,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.55333333333333,67.3,66.07333333333334,64.09333333333333,0.0,0.0,0.0,0.0,0.0,0.0
87.927,86.391,2920,2869,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96666666666667,68.42,66.96,64.81333333333333,0.0,0.0,0.0,0.0,0.0,0.0
88.529,86.993,2940,2889,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.61333333333334,58.49333333333333,59.02,58.526666666666664,0.0,0.0,0.0,0.0,0.12933333333333333,0.10333333333333333
89.131,87.595,2960,2909,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.27333333333333,73.53333333333333,71.07333333333334,68.05333333333333,0.0,0.0,0.0,0.0,0.0,0.0
89.733,88.197,2980,2929,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.94,61.2,61.21333333333333,60.28,0.0,0.0,0.0,0.0,0.034666666666666665,0.024
90.336,88.8,3000,2949,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.69333333333333,67.46666666666667,66.22,64.24666666666667,0.0,0.0,0.0,0.0,0.0,0.0
90.938,89.402,3020,2969,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.68666666666667,69.88,68.15333333333334,65.81333333333333,0.0,0.0,0.0,0.0,0.0,0.0
91.54,90.004,3040,2989,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.84,58.693333333333335,59.2,58.7,0.0,0.0,0.0,0.0,0.11733333333333333,0.09133333333333334
92.142,90.606,3060,3009,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88666666666667,74.88,72.16,68.96,0.0,0.0,0.0,0.0,0.0,0.0
92.745,91.209,3080,3029,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.86666666666667,61.17333333333333,61.233333333333334,60.32,0.0,0.0,0.0,0.0,0.03,0.016
93.347,91.811,3100,3049,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.96666666666667,66.08,65.14,63.406666666666666,0.0,0.0,0.0,0.0,0.0,0.0
93.949,92.413,3120,3069,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.72666666666667,69.92666666666666,68.20666666666666,65.82666666666667,0.0,0.0,0.0,0.0,0.0,0.0
94.551,93.015,3140,3089,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.39333333333333,57.56,58.31333333333333,58.04666666666667,0.0,0.0,0.0,0.0,0.14933333333333335,0.11333333333333333
95.154,93.618,3160,3109,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.93333333333334,74.94666666666667,72.23333333333333,69.02666666666667,0.0,0.0,0.0,0.0,0.0,0.0
95.756,94.22,3180,3129,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.526666666666664,62.50666666666667,62.27333333333333,61.14666666666667,0.0,0.0,0.0,0.0,0.0,0.0
96.358,94.822,3200,3149,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.13333333333334,66.22,65.24666666666667,63.49333333333333,0.0,0.0,0.0,0.0,0.0,0.0
96.96,95.424,3220,3169,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,71.18,69.2,66.6,0.0,0.0,0.0,0.0,0.0,0.0
97.563,96.027,3240,3189,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.32666666666667,57.513333333333335,58.25333333333333,57.98,0.0,0.0,0.0,0.0,0.15333333333333332,0.118
98.165,96.629,3260,3209,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.51333333333334,73.78,71.32,68.29333333333334,0.0,0.0,0.0,0.0,0.0,0.0
98.767,97.231,3280,3229,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53333333333333,62.53333333333333,62.3,61.18,0.0,0.0,0.0,0.0,0.0,0.0
99.369,97.833,3300,3249,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66666666666667,65.04666666666667,64.31333333333333,62.75333333333333,0.0,0.0,0.0,0.0,0.0,0.0
99.971,98.435,3320,3269,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38666666666667,71.28666666666666,69.34,66.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0
100.574,99.038,3340,3289,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.913333333333334,58.86,59.373333333333335,58.9,0.0,0.0,0.0,0.0,0.10133333333333333,0.07333333333333333
101.176,99.64,3360,3309,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,73.9,71.44666666666667,68.4,0.0,0.0,0.0,0.0,0.0,0.0
101.778,100.242,3380,3329,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03333333333333,63.766666666666666,63.32,62.0,0.0,0.0,0.0,0.0,0.0,0.0
102.38,100.844,3400,3349,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71333333333334,65.1,64.36666666666666,62.82,0.0,0.0,0.0,0.0,0.0,0.0
102.983,101.447,3420,3369,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34666666666666,71.26,69.31333333333333,66.71333333333334,0.0,0.0,0.0,0.0,0.0,0.0
103.585,102.049,3440,3389,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.68666666666667,57.846666666666664,58.586666666666666,58.28666666666667,0.0,0.0,0.0,0.0,0.13,0.09666666666666666
104.187,102.651,3460,3409,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95333333333333,72.55333333333333,70.34,67.54666666666667,0.0,0.0,0.0,0.0,0.0,0.0
104.789,103.253,3480,3429,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.053333333333335,63.74666666666667,63.266666666666666,61.95333333333333,0.0,0.0,0.0,0.0,0.0,0.0
105.392,103.856,3500,3449,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.74,65.10666666666667,64.36666666666666,62.82,0.0,0.0,0.0,0.0,0.0,0.0
105.994,104.458,3520,3469,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74666666666667,72.34666666666666,70.14666666666666,67.36666666666666,0.0,0.0,0.0,0.0,0.0,0.0
106.596,105.06,3540,3489,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.98,58.86666666666667,59.346666666666664,58.86,0.0,0.0,0.0,0.0,0.10733333333333334,0.08133333333333333
107.198,105.662,3560,3509,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.94666666666667,72.51333333333334,70.28,67.47333333333333,0.0,0.0,0.0,0.0,0.0,0.0
107.801,106.265,3580,3529,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.04666666666667,63.70666666666666,63.20666666666666,61.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0
108.403,106.867,3600,3549,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.04,63.72666666666667,63.22666666666667,61.89333333333333,0.0,0.0,0.0,0.0,0.0,0.0
109.005,107.469,3620,3569,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.78666666666666,72.39333333333333,70.16,67.34666666666666,0.0,0.0,0.0,0.0,0.0,0.0
109.607,108.071,3640,3589,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.053333333333335,58.92,59.413333333333334,58.906666666666666,0.0,0.0,0.0,0.0,0.102,0.076
110.21,108.674,3660,3609,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95333333333333,72.55333333333333,70.35333333333334,67.52666666666667,0.0,0.0,0.0,0.0,0.0,0.0
110.812,109.276,3680,3629,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,64.92666666666666,64.21333333333334,62.67333333333333,0.0,0.0,0.0,0.0,0.0,0.0
111.414,109.878,3700,3649,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.66,63.42666666666667,62.986666666666665,61.71333333333333,0.0,0.0,0.0,0.0,0.0,0.0
112.016,110.48,3720,3669,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.75333333333333,72.34,70.12666666666667,67.30666666666667,0.0,0.0,0.0,0.0,0.0,0.0
112.618,111.082,3740,3689,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.02,57.26,58.053333333333335,57.8,0.0,0.0,0.0,0.0,0.16533333333333333,0.12866666666666668
113.221,111.685,3760,3709,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.21333333333334,71.12,69.16,66.55333333333333,0.0,0.0,0.0,0.0,0.0,0.0
113.823,112.287,3780,3729,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.30666666666667,64.75333333333333,64.07333333333334,62.56666666666667,0.0,0.0,0.0,0.0,0.0,0.0
114.425,112.889,3800,3749,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.76,63.46666666666667,63.04,61.72666666666667,0.0,0.0,0.0,0.0,0.0,0.0
115.027,113.491,3820,3769,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.47333333333333,73.74666666666667,71.28,68.25333333333333,0.0,0.0,0.0,0.0,0.0,0.0
115.63,114.094,3840,3789,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.653333333333336,58.60666666666667,59.153333333333336,58.68666666666667,0.0,0.0,0.0,0.0,0.11733333333333333,0.08733333333333333
116.232,114.696,3860,3809,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,71.26666666666667,69.3,66.69333333333333,0.0,0.0,0.0,0.0,0.0,0.0
116.834,115.298,3880,3829,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.44666666666667,64.88666666666667,64.2,62.66,0.0,0.0,0.0,0.0,0.0,0.0
117.436,115.9,3900,3849,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.39333333333333,62.44,62.25333333333333,61.13333333333333,0.0,0.0,0.0,0.0,0.0,0.0
118.039,116.503,3920,3869,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66,73.94666666666667,71.49333333333334,68.42,0.0,0.0,0.0,0.0,0.0,0.0
118.641,117.105,3940,3889,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.166666666666664,57.406666666666666,58.24666666666667,58.00666666666667,0.0,0.0,0.0,0.0,0.14666666666666667,0.108
119.243,117.707,3960,3909,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.43333333333334,71.30666666666667,69.38666666666667,66.76,0.0,0.0,0.0,0.0,0.0,0.0
119.845,118.309,3980,3929,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.94,66.08666666666667,65.17333333333333,63.44,0.0,0.0,0.0,0.0,0.0,0.0
120.448,118.912,4000,3949,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.28,62.35333333333333,62.17333333333333,61.08,0.0,0.0,0.0,0.0,0.0,0.0
121.05,119.514,4020,3969,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.95333333333333,74.92666666666666,72.21333333333334,68.96,0.0,0.0,0.0,0.0,0.0,0.0
121.652,120.116,4040,3989,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82,57.07333333333333,57.92666666666667,57.693333333333335,0.0,0.0,0.0,0.0,0.172,0.13333333333333333
122.254,120.718,4060,4009,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.88,70.05333333333333,68.35333333333334,65.94666666666667,0.0,0.0,0.0,0.0,0.0,0.0
122.856,121.32,4080,4029,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.14666666666666,66.26666666666667,65.32,63.54666666666667,0.0,0.0,0.0,0.0,0.0,0.0
123.459,121.923,4100,4049,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.82666666666667,61.18666666666667,61.24,60.34,0.0,0.0,0.0,0.0,0.027333333333333334,0.012666666666666666
124.061,122.525,4120,4069,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11333333333333,75.1,72.4,69.14,0.0,0.0,0.0,0.0,0.0,0.0
124.663,123.127,4140,4089,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,58.63333333333333,59.20666666666666,58.72,0.0,0.0,0.0,0.0,0.11266666666666666,0.08266666666666667
125.265,123.729,4160,4109,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.84666666666666,70.06,68.37333333333333,65.94,0.0,0.0,0.0,0.0,0.0,0.0
125.868,124.332,4180,4129,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.65333333333334,67.48,66.28,64.31333333333333,0.0,0.0,0.0,0.0,0.0,0.0
126.47,124.934,4200,4149,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.08,61.39333333333333,61.446666666666665,60.526666666666664,0.0,0.0,0.0,0.0,0.014,0.0013333333333333333
127.072,125.536,4220,4169,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,73.88666666666667,71.44666666666667,68.4,0.0,0.0,0.0,0.0,0.0,0.0
127.674,126.138,4240,4189,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.72,58.68,59.25333333333333,58.78,0.0,0.0,0.0,0.0,0.10933333333333334,0.07933333333333334
128.277,126.741,4260,4209,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28,68.78,67.34666666666666,65.14,0.0,0.0,0.0,0.0,0.0,0.0
128.879,127.343,4280,4229,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.65333333333334,67.48,66.3,64.32666666666667,0.0,0.0,0.0,0.0,0.0,0.0
129.481,127.945,4300,4249,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.78,61.14,61.21333333333333,60.306666666666665,0.0,0.0,0.0,0.0,0.03,0.015333333333333332
130.083,128.547,4320,4269,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13333333333334,75.12666666666667,72.43333333333334,69.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0
130.686,129.15,4340,4289,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.71333333333333,58.64666666666667,59.22666666666667,58.74,0.0,0.0,0.0,0.0,0.112,0.082
131.288,129.752,4360,4309,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.26,68.76666666666667,67.31333333333333,65.12,0.0,0.0,0.0,0.0,0.0,0.0
131.89,130.354,4380,4329,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.66666666666667,67.48666666666666,66.29333333333334,64.32,0.0,0.0,0.0,0.0,0.0,0.0
132.492,130.956,4400,4349,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.233333333333334,59.873333333333335,60.18,59.486666666666665,0.0,0.0,0.0,0.0,0.07333333333333333,0.052
133.095,131.559,4420,4369,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.22666666666667,75.18666666666667,72.48666666666666,69.20666666666666,0.0,0.0,0.0,0.0,0.0,0.0
133.697,132.161,4440,4389,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.34,59.96666666666667,60.3,59.62,0.0,0.0,0.0,0.0,0.06333333333333334,0.04
134.299,132.763,4460,4409,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28666666666666,68.82,67.39333333333333,65.20666666666666,0.0,0.0,0.0,0.0,0.0,0.0
134.901,133.365,4480,4429,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.29333333333334,68.77333333333333,67.34666666666666,65.14666666666666,0.0,0.0,0.0,0.0,0.0,0.0
135.503,133.967,4500,4449,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.28666666666667,59.89333333333333,60.22,59.54666666666667,0.0,0.0,0.0,0.0,0.06933333333333333,0.04533333333333334
136.106,134.57,4520,4469,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.70666666666666,73.94666666666667,71.47333333333333,68.39333333333333,0.0,0.0,0.0,0.0,0.0,0.0
136.708,135.172,4540,4489,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14,59.78666666666667,60.126666666666665,59.446666666666665,0.0,0.0,0.0,0.0,0.07533333333333334,0.051333333333333335
137.31,135.774,4560,4509,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.82,67.6,66.40666666666667,64.41333333333333,0.0,0.0,0.0,0.0,0.0,0.0
137.912,136.376,4580,4529,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.39333333333333,68.84666666666666,67.4,65.18,0.0,0.0,0.0,0.0,0.0,0.0
138.515,136.979,4600,4549,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.873333333333335,59.553333333333335,59.906666666666666,59.25333333333333,0.0,0.0,0.0,0.0,0.08933333333333333,0.064
139.117,137.581,4620,4569,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18666666666667,75.10666666666667,72.36,69.08,0.0,0.0,0.0,0.0,0.0,0.0
139.719,138.183,4640,4589,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56,60.906666666666666,60.99333333333333,60.10666666666667,0.0,0.0,0.0,0.0,0.04533333333333334,0.028
140.321,138.785,4660,4609,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.67333333333333,67.46666666666667,66.28,64.28666666666666,0.0,0.0,0.0,0.0,0.0,0.0
140.924,139.388,4680,4629,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28,68.77333333333333,67.32666666666667,65.12,0.0,0.0,0.0,0.0,0.0,0.0
141.526,139.99,4700,4649,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.62,58.58,59.13333333333333,58.666666666666664,0.0,0.0,0.0,0.0,0.11666666666666667,0.08333333333333333
142.128,140.592,4720,4669,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71333333333334,73.94666666666667,71.48,68.4,0.0,0.0,0.0,0.0,0.0,0.0
142.73,141.194,4740,4689,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.78666666666667,61.10666666666667,61.18666666666667,60.28,0.0,0.0,0.0,0.0,0.032,0.015333333333333332
143.333,141.797,4760,4709,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.78,67.56666666666666,66.38,64.39333333333333,0.0,0.0,0.0,0.0,0.0,0.0
143.935,142.399,4780,4729,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,69.98,68.28,65.86666666666666,0.0,0.0,0.0,0.0,0.0,0.0
144.537,143.001,4800,4749,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68,58.61333333333334,59.193333333333335,58.70666666666666,0.0,0.0,0.0,0.0,0.114,0.08133333333333333
145.139,143.603,4820,4769,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25333333333333,75.22,72.46,69.18666666666667,0.0,0.0,0.0,0.0,0.0,0.0
145.741,144.205,4840,4789,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.04666666666667,61.32666666666667,61.38,60.45333333333333,0.0,0.0,0.0,0.0,0.020666666666666667,0.006666666666666667
146.344,144.808,4860,4809,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.21333333333334,66.29333333333334,65.32666666666667,63.54,0.0,0.0,0.0,0.0,0.0,0.0
146.946,145.41,4880,4829,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.86666666666666,70.04666666666667,68.32666666666667,65.9,0.0,0.0,0.0,0.0,0.0,0.0
147.548,146.012,4900,4849,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.986666666666665,57.22666666666667,58.04,57.78666666666667,0.0,0.0,0.0,0.0,0.164,0.12333333333333334
148.15,146.614,4920,4869,1,0,Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.17333333333333,75.14,72.42,69.14666666666666,0.0,0.0,0.0,0.0,0.0,0.0
